timestamp,year,month,region,application,metric,value
2023-07-01 15:00:00,2023,7,Rajasthan,Analytics,response_time,83.49
2023-07-03 23:59:00,2023,7,Rajasthan,WebApp,memory_usage,946.15
2023-07-01 06:46:00,2023,7,Rajasthan,MobileApp,response_time,459.29
2023-07-03 02:59:00,2023,7,Rajasthan,Analytics,request_count,225.91
2023-07-12 15:34:00,2023,7,Rajasthan,Payment,error_count,160.68
2023-07-19 01:51:00,2023,7,Rajasthan,Payment,error_count,791.73
2023-07-26 23:20:00,2023,7,Rajasthan,MobileApp,response_time,261.64
2023-07-05 13:21:00,2023,7,Rajasthan,Analytics,error_count,789.49
2023-07-30 15:21:00,2023,7,Rajasthan,Analytics,error_count,405.68
2023-07-05 21:25:00,2023,7,Rajasthan,WebApp,request_count,389.9
2023-07-22 17:25:00,2023,7,Rajasthan,WebApp,cpu_usage,709.68
2023-07-10 23:15:00,2023,7,Rajasthan,WebApp,error_count,52.88
2023-07-14 02:37:00,2023,7,Rajasthan,Analytics,request_count,314.78
2023-07-09 16:35:00,2023,7,Rajasthan,WebApp,memory_usage,500.32
2023-07-23 22:02:00,2023,7,Rajasthan,WebApp,cpu_usage,542.79
2023-07-18 08:15:00,2023,7,Rajasthan,Payment,memory_usage,902.67
2023-07-23 09:04:00,2023,7,Rajasthan,MobileApp,error_count,784.33
2023-07-27 04:18:00,2023,7,Rajasthan,Payment,error_count,282.4
2023-07-28 13:57:00,2023,7,Rajasthan,Analytics,cpu_usage,64.26
2023-07-27 02:07:00,2023,7,Rajasthan,MobileApp,request_count,541.41
2023-07-14 08:46:00,2023,7,Rajasthan,MobileApp,error_count,341.03
2023-07-10 04:20:00,2023,7,Rajasthan,Payment,cpu_usage,677.17
2023-07-03 09:08:00,2023,7,Rajasthan,Payment,response_time,571.6
2023-07-16 00:36:00,2023,7,Rajasthan,Payment,request_count,890.11
2023-07-09 14:39:00,2023,7,Rajasthan,WebApp,response_time,270.21
2023-07-01 11:07:00,2023,7,Rajasthan,API,memory_usage,159.53
2023-07-16 05:20:00,2023,7,Rajasthan,Payment,error_count,815.34
2023-07-11 16:05:00,2023,7,Rajasthan,WebApp,error_count,275.05
2023-07-28 00:34:00,2023,7,Rajasthan,API,memory_usage,485.46
2023-07-28 04:21:00,2023,7,Rajasthan,API,cpu_usage,882.43
2023-07-18 03:36:00,2023,7,Rajasthan,WebApp,request_count,424.73
2023-07-20 22:08:00,2023,7,Rajasthan,MobileApp,request_count,150.24
2023-07-29 19:54:00,2023,7,Rajasthan,Payment,cpu_usage,936.57
2023-07-21 00:42:00,2023,7,Rajasthan,MobileApp,request_count,185.79
2023-07-28 13:12:00,2023,7,Rajasthan,Payment,memory_usage,794.55
2023-07-05 13:38:00,2023,7,Rajasthan,Payment,memory_usage,875.28
2023-07-24 17:54:00,2023,7,Rajasthan,Analytics,cpu_usage,167.63
2023-07-04 05:56:00,2023,7,Rajasthan,Analytics,request_count,505.35
2023-07-05 11:17:00,2023,7,Rajasthan,API,error_count,236.96
2023-07-15 17:03:00,2023,7,Rajasthan,Analytics,request_count,730.86
2023-07-25 08:48:00,2023,7,Rajasthan,API,response_time,626.47
2023-07-15 23:48:00,2023,7,Rajasthan,Payment,request_count,567.88
2023-07-23 05:23:00,2023,7,Rajasthan,WebApp,response_time,186.42
2023-07-02 16:31:00,2023,7,Rajasthan,Analytics,error_count,92.86
2023-07-15 11:33:00,2023,7,Rajasthan,Analytics,request_count,75.02
2023-07-10 09:08:00,2023,7,Rajasthan,API,request_count,118.15
2023-07-18 05:38:00,2023,7,Rajasthan,API,memory_usage,128.06
2023-07-11 01:56:00,2023,7,Rajasthan,MobileApp,error_count,961.77
2023-07-14 10:06:00,2023,7,Rajasthan,API,response_time,740.01
2023-07-26 19:36:00,2023,7,Rajasthan,WebApp,cpu_usage,987.43
2023-07-07 03:23:00,2023,7,Rajasthan,MobileApp,response_time,637.17
2023-07-08 15:06:00,2023,7,Rajasthan,API,response_time,693.97
2023-07-10 16:16:00,2023,7,Rajasthan,WebApp,error_count,753.72
2023-07-20 03:24:00,2023,7,Rajasthan,MobileApp,memory_usage,399.14
2023-07-25 23:26:00,2023,7,Rajasthan,API,response_time,418.66
2023-07-14 11:06:00,2023,7,Rajasthan,Analytics,response_time,878.61
2023-07-28 20:58:00,2023,7,Rajasthan,MobileApp,error_count,745.52
2023-07-19 09:36:00,2023,7,Rajasthan,Analytics,request_count,528.83
2023-07-16 04:43:00,2023,7,Rajasthan,API,request_count,723.84
2023-07-28 23:42:00,2023,7,Rajasthan,API,response_time,537.74
2023-07-13 15:02:00,2023,7,Rajasthan,Analytics,error_count,601.17
2023-07-03 09:57:00,2023,7,Rajasthan,API,error_count,361.65
2023-07-02 15:10:00,2023,7,Rajasthan,Analytics,request_count,558.01
2023-07-12 05:45:00,2023,7,Rajasthan,Payment,request_count,496.76
2023-07-17 21:10:00,2023,7,Rajasthan,Analytics,response_time,421.41
2023-07-21 16:30:00,2023,7,Rajasthan,MobileApp,error_count,999.64
2023-07-04 16:12:00,2023,7,Rajasthan,Payment,memory_usage,406.45
2023-07-02 09:02:00,2023,7,Rajasthan,WebApp,response_time,300.94
2023-07-26 13:46:00,2023,7,Rajasthan,API,response_time,515.81
2023-07-10 04:14:00,2023,7,Rajasthan,Payment,error_count,548.17
2023-07-12 02:14:00,2023,7,Rajasthan,API,response_time,443.46
2023-07-14 08:02:00,2023,7,Rajasthan,Analytics,request_count,619.63
2023-07-23 16:28:00,2023,7,Rajasthan,WebApp,memory_usage,244.87
2023-07-24 02:50:00,2023,7,Rajasthan,API,memory_usage,274.99
2023-07-05 08:15:00,2023,7,Rajasthan,API,request_count,64.28
2023-07-11 11:10:00,2023,7,Rajasthan,WebApp,error_count,853.45
2023-07-08 16:58:00,2023,7,Rajasthan,MobileApp,request_count,119.37
2023-07-11 10:01:00,2023,7,Rajasthan,WebApp,request_count,502.78
2023-07-28 01:10:00,2023,7,Rajasthan,MobileApp,memory_usage,151.97
2023-07-03 23:40:00,2023,7,Rajasthan,WebApp,error_count,939.34
2023-07-21 11:47:00,2023,7,Rajasthan,MobileApp,request_count,244.18
2023-07-01 12:11:00,2023,7,Rajasthan,Analytics,error_count,820.09
2023-07-14 08:27:00,2023,7,Rajasthan,Analytics,request_count,311.72
2023-07-04 13:48:00,2023,7,Rajasthan,Analytics,memory_usage,757.48
2023-07-13 05:10:00,2023,7,Rajasthan,Payment,cpu_usage,352.58
2023-07-15 18:08:00,2023,7,Rajasthan,WebApp,response_time,597.88
2023-07-29 06:08:00,2023,7,Rajasthan,MobileApp,response_time,815.5
2023-07-16 14:32:00,2023,7,Rajasthan,Analytics,memory_usage,204.7
