timestamp,year,month,region,application,metric,value
2024-05-12 19:58:00,2024,5,Delhi,WebApp,response_time,400.4
2024-05-15 21:52:00,2024,5,Delhi,Payment,response_time,635.61
2024-05-15 19:27:00,2024,5,Delhi,Analytics,response_time,461.72
2024-05-23 01:06:00,2024,5,Delhi,API,memory_usage,58.57
2024-05-18 03:47:00,2024,5,Delhi,Analytics,error_count,700.75
2024-05-13 05:33:00,2024,5,Delhi,Analytics,error_count,695.15
2024-05-03 17:35:00,2024,5,Delhi,WebApp,request_count,695.75
2024-05-01 08:17:00,2024,5,Delhi,Payment,request_count,643.35
2024-05-26 23:57:00,2024,5,Delhi,API,response_time,353.16
2024-05-28 21:30:00,2024,5,Delhi,Analytics,request_count,140.79
2024-05-01 09:05:00,2024,5,Delhi,Analytics,response_time,342.44
2024-05-13 18:00:00,2024,5,Delhi,MobileApp,request_count,67.56
2024-05-22 07:01:00,2024,5,Delhi,MobileApp,request_count,366.35
2024-05-30 17:55:00,2024,5,Delhi,MobileApp,cpu_usage,138.83
2024-05-05 17:34:00,2024,5,Delhi,Analytics,request_count,764.49
2024-05-08 21:08:00,2024,5,Delhi,MobileApp,memory_usage,274.4
2024-05-13 17:54:00,2024,5,Delhi,MobileApp,request_count,782.44
2024-05-17 09:40:00,2024,5,Delhi,WebApp,request_count,155.35
2024-05-10 12:27:00,2024,5,Delhi,WebApp,memory_usage,32.3
2024-05-18 22:18:00,2024,5,Delhi,MobileApp,request_count,889.13
2024-05-14 10:41:00,2024,5,Delhi,API,error_count,369.45
2024-05-30 10:01:00,2024,5,Delhi,WebApp,request_count,183.94
2024-05-04 11:48:00,2024,5,Delhi,Payment,response_time,573.3
2024-05-26 06:25:00,2024,5,Delhi,API,response_time,180.54
2024-05-28 00:25:00,2024,5,Delhi,API,cpu_usage,276.78
2024-05-31 23:03:00,2024,5,Delhi,MobileApp,memory_usage,555.18
2024-05-15 19:08:00,2024,5,Delhi,Payment,memory_usage,241.72
2024-05-28 03:17:00,2024,5,Delhi,MobileApp,response_time,671.39
2024-05-23 15:40:00,2024,5,Delhi,MobileApp,error_count,731.84
2024-05-16 09:36:00,2024,5,Delhi,MobileApp,error_count,509.6
2024-05-28 14:44:00,2024,5,Delhi,MobileApp,error_count,382.0
2024-05-02 01:34:00,2024,5,Delhi,API,memory_usage,378.66
2024-05-26 21:30:00,2024,5,Delhi,MobileApp,response_time,544.51
2024-05-01 02:50:00,2024,5,Delhi,MobileApp,response_time,999.28
2024-05-19 15:47:00,2024,5,Delhi,MobileApp,response_time,753.15
2024-05-15 11:54:00,2024,5,Delhi,MobileApp,request_count,23.85
2024-05-06 15:36:00,2024,5,Delhi,Payment,response_time,663.0
2024-05-11 17:40:00,2024,5,Delhi,WebApp,error_count,616.36
2024-05-28 22:26:00,2024,5,Delhi,API,cpu_usage,606.32
