timestamp,year,month,region,application,metric,value
2025-08-29 07:30:00,2025,8,Gujarat,MobileApp,request_count,192.82
2025-08-08 16:48:00,2025,8,Gujarat,MobileApp,cpu_usage,986.68
2025-08-23 17:46:00,2025,8,Gujarat,WebApp,cpu_usage,188.71
2025-08-09 08:55:00,2025,8,Gujarat,Payment,memory_usage,517.23
2025-08-14 18:16:00,2025,8,Gujarat,WebApp,memory_usage,774.03
2025-08-31 01:16:00,2025,8,Gujarat,Analytics,cpu_usage,226.47
2025-08-03 01:14:00,2025,8,Gujarat,Analytics,memory_usage,854.57
2025-08-04 00:43:00,2025,8,Gujarat,WebApp,request_count,693.75
2025-08-12 21:51:00,2025,8,Gujarat,API,response_time,406.86
2025-08-28 06:03:00,2025,8,Gujarat,Payment,request_count,821.58
2025-08-03 03:38:00,2025,8,Gujarat,API,cpu_usage,370.63
2025-08-17 08:24:00,2025,8,Gujarat,WebApp,memory_usage,304.42
2025-08-07 03:11:00,2025,8,Gujarat,Payment,request_count,758.74
2025-08-10 18:21:00,2025,8,Gujarat,MobileApp,memory_usage,983.29
2025-08-08 22:19:00,2025,8,Gujarat,API,cpu_usage,338.36
2025-08-31 08:23:00,2025,8,Gujarat,Analytics,response_time,606.54
2025-08-17 10:15:00,2025,8,Gujarat,MobileApp,memory_usage,683.76
2025-08-29 02:35:00,2025,8,Gujarat,MobileApp,response_time,727.58
2025-08-11 16:19:00,2025,8,Gujarat,WebApp,cpu_usage,702.93
2025-08-28 03:51:00,2025,8,Gujarat,Payment,response_time,781.36
2025-08-06 23:47:00,2025,8,Gujarat,Analytics,memory_usage,369.38
2025-08-18 05:55:00,2025,8,Gujarat,API,response_time,50.97
2025-08-01 03:10:00,2025,8,Gujarat,WebApp,response_time,102.42
2025-08-12 23:03:00,2025,8,Gujarat,MobileApp,error_count,483.45
2025-08-11 05:17:00,2025,8,Gujarat,WebApp,request_count,754.69
2025-08-10 03:30:00,2025,8,Gujarat,Payment,memory_usage,328.55
2025-08-03 16:05:00,2025,8,Gujarat,Payment,response_time,273.09
2025-08-12 13:41:00,2025,8,Gujarat,MobileApp,cpu_usage,350.92
2025-08-15 06:45:00,2025,8,Gujarat,API,cpu_usage,56.22
2025-08-10 23:09:00,2025,8,Gujarat,WebApp,request_count,277.83
2025-08-26 05:11:00,2025,8,Gujarat,Payment,error_count,972.46
2025-08-03 10:07:00,2025,8,Gujarat,API,request_count,554.56
2025-08-26 10:22:00,2025,8,Gujarat,WebApp,error_count,419.47
2025-08-13 11:11:00,2025,8,Gujarat,API,error_count,87.63
2025-08-11 17:48:00,2025,8,Gujarat,Analytics,cpu_usage,716.37
2025-08-07 06:57:00,2025,8,Gujarat,WebApp,cpu_usage,277.16
2025-08-13 05:19:00,2025,8,Gujarat,Analytics,memory_usage,565.04
2025-08-07 01:00:00,2025,8,Gujarat,Analytics,cpu_usage,459.85
2025-08-19 02:10:00,2025,8,Gujarat,Analytics,request_count,223.27
2025-08-22 05:33:00,2025,8,Gujarat,Analytics,cpu_usage,494.81
2025-08-13 05:21:00,2025,8,Gujarat,Analytics,cpu_usage,141.94
2025-08-14 00:31:00,2025,8,Gujarat,Payment,memory_usage,839.03
2025-08-12 03:07:00,2025,8,Gujarat,MobileApp,error_count,62.52
2025-08-16 19:15:00,2025,8,Gujarat,MobileApp,error_count,602.5
2025-08-23 18:55:00,2025,8,Gujarat,MobileApp,cpu_usage,891.53
2025-08-25 05:16:00,2025,8,Gujarat,Analytics,response_time,313.1
2025-08-31 06:25:00,2025,8,Gujarat,MobileApp,error_count,865.18
2025-08-27 09:09:00,2025,8,Gujarat,MobileApp,error_count,586.53
2025-08-25 09:30:00,2025,8,Gujarat,MobileApp,error_count,440.21
2025-08-13 23:15:00,2025,8,Gujarat,Payment,response_time,470.98
2025-08-09 16:22:00,2025,8,Gujarat,WebApp,request_count,26.68
2025-08-15 10:01:00,2025,8,Gujarat,MobileApp,cpu_usage,631.15
2025-08-12 23:20:00,2025,8,Gujarat,API,request_count,695.14
2025-08-28 00:21:00,2025,8,Gujarat,API,request_count,313.55
2025-08-22 07:06:00,2025,8,Gujarat,Analytics,error_count,562.11
2025-08-17 23:41:00,2025,8,Gujarat,MobileApp,error_count,403.57
2025-08-12 19:06:00,2025,8,Gujarat,MobileApp,error_count,336.37
2025-08-13 19:04:00,2025,8,Gujarat,API,memory_usage,140.99
2025-08-28 16:28:00,2025,8,Gujarat,WebApp,response_time,859.68
2025-08-06 16:09:00,2025,8,Gujarat,API,response_time,803.1
2025-08-30 01:25:00,2025,8,Gujarat,Analytics,memory_usage,990.77
2025-08-10 12:31:00,2025,8,Gujarat,Payment,response_time,935.51
2025-08-03 10:06:00,2025,8,Gujarat,Payment,request_count,631.6
2025-08-13 15:15:00,2025,8,Gujarat,WebApp,response_time,338.79
2025-08-04 00:03:00,2025,8,Gujarat,MobileApp,response_time,750.46
2025-08-08 16:37:00,2025,8,Gujarat,MobileApp,cpu_usage,206.99
2025-08-29 20:20:00,2025,8,Gujarat,Payment,error_count,884.94
2025-08-28 10:53:00,2025,8,Gujarat,API,cpu_usage,556.78
2025-08-06 01:22:00,2025,8,Gujarat,API,error_count,505.27
2025-08-11 07:42:00,2025,8,Gujarat,API,request_count,826.99
2025-08-27 13:08:00,2025,8,Gujarat,MobileApp,memory_usage,404.6
2025-08-26 12:07:00,2025,8,Gujarat,WebApp,error_count,489.75
2025-08-04 08:05:00,2025,8,Gujarat,Payment,memory_usage,343.08
2025-08-14 13:07:00,2025,8,Gujarat,API,error_count,110.46
2025-08-02 06:01:00,2025,8,Gujarat,MobileApp,cpu_usage,690.44
2025-08-05 00:36:00,2025,8,Gujarat,API,cpu_usage,256.08
2025-08-21 01:31:00,2025,8,Gujarat,WebApp,memory_usage,456.22
2025-08-19 04:39:00,2025,8,Gujarat,MobileApp,memory_usage,403.26
2025-08-13 16:18:00,2025,8,Gujarat,API,error_count,340.57
2025-08-26 18:09:00,2025,8,Gujarat,WebApp,response_time,454.53
2025-08-24 18:16:00,2025,8,Gujarat,Payment,error_count,324.18
2025-08-04 14:07:00,2025,8,Gujarat,WebApp,request_count,766.6
2025-08-30 08:22:00,2025,8,Gujarat,Payment,response_time,45.89
2025-08-29 07:51:00,2025,8,Gujarat,API,response_time,871.05
2025-08-04 20:37:00,2025,8,Gujarat,Analytics,memory_usage,225.49
2025-08-05 13:01:00,2025,8,Gujarat,MobileApp,memory_usage,596.44
2025-08-18 06:24:00,2025,8,Gujarat,API,response_time,105.54
2025-08-25 21:43:00,2025,8,Gujarat,Payment,response_time,204.37
2025-08-13 00:30:00,2025,8,Gujarat,Payment,response_time,853.63
2025-08-15 03:32:00,2025,8,Gujarat,WebApp,memory_usage,119.93
2025-08-12 02:36:00,2025,8,Gujarat,Analytics,request_count,826.44
2025-08-12 04:48:00,2025,8,Gujarat,Payment,request_count,494.56
2025-08-06 22:12:00,2025,8,Gujarat,Payment,error_count,720.28
2025-08-16 09:58:00,2025,8,Gujarat,MobileApp,response_time,214.7
2025-08-26 07:35:00,2025,8,Gujarat,Payment,cpu_usage,928.56
